dt,phase_1-0,phase_2-1,phase_3-2,phase_0-3
0.04,2.242049792684697,0.03756610446052459,-2.7628930718207854,0.4832771746755632
0.044,2.5924107006410595,-0.17817286538002897,-2.594709053421741,0.18047121816071035
0.042,2.583922774149206,-0.13720345880735346,-2.730873873830207,0.28415455848835464
0.048,2.663334283753973,-0.2985648926773454,-2.6389205574069123,0.274151166330285
0.045,2.488103233515273,-0.16783683786491746,-2.8011189219642767,0.4808525263139213
0.048,2.5962383840176244,-0.15639288832573658,-2.7587202719125417,0.3188747762206539
0.048,2.434070849803853,-0.3708713482578963,-2.707081158478857,0.6438816569329009
0.044,2.7083843858092664,-0.5815738707045197,-2.627671193969148,0.5008606788644014
0.042,2.7538033149221297,-0.5783887665843819,-2.858030861324276,0.6826163129865283
0.044,2.6121670390285225,-0.42497587884189403,-2.5868816407194912,0.39969048053286277
0.045,2.7258806827080386,-0.35172204892490094,-2.9450949106839563,0.5709362769008187
0.043,2.6661178068536673,-0.37526848827096343,-2.8458709563030067,0.555021637720303
0.043,2.572453577786554,-0.26765556289759923,-2.9031055232881213,0.5983075083991664
0.046,2.8071743650642134,-0.4273200752751633,-2.8522256443620844,0.47237135457303425
0.042,2.6442490829717586,-0.49260526715221153,-2.7894034494707243,0.637759633651177
0.041,2.891777932060044,-0.5531193905871342,-2.94428573649572,0.60562719502281
0.044,2.74901771711661,-0.5561527892225999,-2.5177320376366072,0.32486710974259714
0.038,2.8589186040553476,-0.41143347144050835,-2.7675135471831025,0.32002841456826303
0.046,2.6654907443533418,-0.41949846988845635,-2.9082866344406026,0.6622943599757172
0.04,2.756970687013867,-0.45411255015627566,-2.849800015786779,0.5469418789291879
0.049,2.7651294920613316,-0.379086137995748,-2.8851438807582053,0.4991005266926217
0.047,2.7569244896201397,-0.5286027703751266,-2.8063270557273587,0.5780053364823458
0.041,2.731507716071745,-0.5364555770529934,-2.8222105845095475,0.6271584454907957
0.04,2.7998557499476573,-0.5414400665817508,-2.8692027614772866,0.6107870781113798
0.048,2.716568478091543,-0.5476581794249507,-2.7146185264862996,0.5457082278197073
0.044,2.7449046334854454,-0.5173343769044586,-2.7501454130529206,0.5225751564719336
0.038,2.8736385840352754,-0.7250928764679663,-2.832585828922291,0.6840401213549824
0.043,2.8582866441495867,-0.7190541633438368,-2.7527221742303714,0.6134896934246211
0.042,2.7513956583469583,-0.5921978657473247,-2.8867356859652973,0.7275378933656642
0.046,2.798966618386582,-0.688605809733575,-2.7625567368408124,0.6521959281878055
0.042,2.6825923040806114,-0.6366433311816193,-2.6506743054316764,0.6047253325326843
0.06,2.82158658911985,-0.48727591046911184,-2.9869297127007295,0.6526190340499913
0.069,2.8027546719476515,-0.5243048924904974,-2.810664838524999,0.5322150590678446
0.071,2.8045565421867256,-0.6906363245191909,-2.8156786511850496,0.701758433517515
0.073,2.6583013833207,-0.4390860562909523,-2.68462761462966,0.4654122875999124
0.114,2.6057291082973064,-0.4355749441020103,-2.8048605849252586,0.6347064207299623
0.051,2.5155268101019446,-0.1597880548157266,-2.954484375753199,0.598745620466981
0.053,2.5084012836547784,-0.31223610635077176,-2.6671974432430114,0.4710322659390045
0.05,2.6684728867603376,-0.2039879880215465,-2.9826619910555046,0.5181770923167135
0.048,2.5586618474414315,-0.3849737131684487,-2.8522687693136843,0.6785806350407019
0.046,2.6035502360991623,-0.309431495773287,-2.9084662027428605,0.6143474624169853
0.052,2.5915683198012807,-0.24084186733400514,-2.756173147275911,0.4054466948086353
0.051,2.3792840141654787,-0.1549210670721924,-2.6498758914501037,0.42551294435681775
0.052,2.187677146927456,-0.07252904744554209,-2.7172647766810765,0.6021166771991626
