dt,phase_1-0,phase_2-1,phase_3-2,phase_0-3,dis
0.050,2.7200557180298275,0.1282467215555259,-3.006449238556458,0.158146798971105,19.78
0.057,2.611098330483,-0.014107229301706,-2.7220676104478865,0.1250765092665922,19.74
0.044,2.731922295726072,0.0016739079383541,-2.826379205450376,0.0927830017859492,19.78
0.047,2.751147296124272,0.0216692470348075,-2.68953973181254,-0.0832768113465398,19.79
0.041,2.808602295226688,0.0251075111405997,-2.844585726830513,0.0108759204632258,19.84
0.046,2.710316575845986,0.0845764940122868,-2.7460932876382325,-0.0487997822200401,19.86
0.043,2.7329967599315035,0.1665996134998018,-2.8839751600672336,-0.0156212133640717,19.81
0.048,2.69633650501347,0.1193208075153941,-2.792242388865245,-0.0234149236636191,19.69
0.04,2.767759006665348,0.0459155889963174,-2.5994347260052235,-0.2142398696564419,19.63
0.043,2.8619806348463337,-0.041669303804924,-2.621393557962872,-0.1989177730785379,19.65
0.046,2.720060361125116,0.104382985671118,-2.6683348835677947,-0.1561084632284388,19.65
0.042,2.8030656627223838,0.0114839403436772,-2.6495078195904624,-0.1650417834755981,19.62
0.044,2.5578885784117755,0.2492460910230158,-2.8236011945693344,0.016466525134543,19.65
0.043,2.73528239732794,-0.0055967200548204,-2.5712396348951314,-0.1584460423779881,19.72
0.048,2.796710592143909,0.1338508332165275,-2.8905055674145603,-0.0400558579458763,19.76
0.05,2.77978752644779,0.0416209736784894,-2.829536486181722,0.0081279860554424,19.76
0.037,2.743625385565064,0.1313185550117224,-2.709476228010835,-0.1654677125659507,19.74
0.046,2.8003553646685444,0.0216810993902058,-2.7531594897326364,-0.0688769743261138,19.76
0.05,2.7004504088728187,0.2040800785370101,-2.6548037862641807,-0.2497267011456479,19.81
0.047,2.834710843500516,0.1506031691871806,-3.021601257855872,0.0362872451681748,19.83
0.039,2.742820898454962,0.1543619349413134,-2.8400237528925008,-0.0571590805037747,19.82
0.045,2.72485099871291,0.1061535390452046,-2.750116823030332,-0.0808877147277828,19.79
0.045,2.8207145359364265,0.1364471174270546,-2.739356328467579,-0.2178053248959022,19.74
0.043,2.785895346113502,0.1385682560442879,-2.95706377151932,0.0326001693615296,19.74
0.044,2.803693403308963,0.1626350091017027,-3.0100052723706825,0.0436768599600164,19.71
0.048,2.7881247206157806,0.0907043320055384,-2.813100650652153,-0.0657284019691661,19.7
0.045,2.814825222991334,0.0651089956381654,-2.713889964509177,-0.1660442541203227,19.7
0.051,2.834845168110945,-0.0283375341161157,-2.681512217912434,-0.124995416082395,19.69
0.089,2.8736350837189986,0.0386178215126333,-2.8518664455237834,-0.0603864597078482,19.72
0.062,2.7048573964513607,0.0294070945925738,-2.685394558431509,-0.0488699326124249,19.76
0.064,2.777818073738309,-0.0138978552235711,-2.8604418728592704,0.0965216543445323,19.76
0.054,2.6825530786578304,-0.0047551969953048,-2.6903898429732687,0.012591961310743,19.81
0.051,2.7990737329295285,-0.0665618521713423,-2.871029562717735,0.1385176819595489,19.76
0.089,2.781217156367669,-0.1659103419675349,-2.510557414788624,-0.10474939961151,19.79
0.076,2.780248417101727,-0.0768144292290133,-2.968663674839911,0.2652296869671967,19.77
0.074,2.682651043971672,0.059525102983584,-2.79709674706285,0.0549206001075939,19.79
0.076,2.7249324956184853,-0.0484380441355938,-2.7602956333574378,0.0838011818745467,19.83
0.055,2.6292517267777256,-0.0186212433191318,-2.6842082810334533,0.0735777975748597,19.85
0.052,2.621796716981561,0.0162514891166582,-2.9216049405546745,0.2835567344564548,19.89
0.053,2.648363650140505,-0.0712749792326321,-2.810985340825653,0.2338966699177798,19.9
0.053,2.6157017004073464,-0.0214346605778963,-2.8110415281923418,0.2167744883628918,19.88
0.052,2.796645896650593,-0.0899241454530029,-2.8431675633770603,0.1364458121794703,19.84
0.049,2.690026842041295,-0.0943818525950881,-2.888074047607195,0.2924290581609887,19.86
0.059,2.777411285355836,-0.2034211546746726,-2.6789896576645504,0.1049995269833872,19.85
0.051,2.803521537318823,-0.1704792135584477,-2.743690132575901,0.1106478088155254,19.86
0.064,2.8001255864864687,-0.151886478632728,-2.786120449566152,0.137881341712411,19.82
0.049,2.684714540599194,-0.0366700171173461,-2.752949385093144,0.104904861611296,19.85
0.052,2.638488329791158,-0.0196449884540042,-2.721646353307144,0.1028030119699899,19.85
0.045,2.6896698873548366,-0.0020521558020948,-2.7062162472271867,0.018598515674445,19.88
0.052,2.719571920690654,-0.1062217448470114,-2.8254452411952014,0.2120950653515586,19.89
0.053,2.682476507894477,-0.1420928027264409,-2.6736812628385245,0.1332975576704887,19.9
0.05,2.75347322385043,-0.0844107469550196,-2.7000408433883964,0.0309783664929862,19.81
0.051,2.7568768817732296,-0.0424754216998766,-2.860598192727475,0.146196732654122,19.85
0.049,2.8343313631804925,-0.0441555706938763,-2.839769685883527,0.0495938933969107,19.83
0.049,2.6094123679813515,-0.0763760119047685,-2.7877209716325537,0.254684615555971,19.85
0.048,2.627957417974982,0.0863876369417366,-2.9769502272438726,0.2626051723271539,19.82
0.047,2.780846472409764,-0.1389255617680548,-2.6851558018574044,0.0432348912156957,19.85
0.054,2.685828467461142,-0.1065411808074012,-2.8184290022270253,0.2391417155732844,19.87
0.045,2.6788389735267466,-0.0725377825590207,-2.61740395061275,0.0111027596450242,19.89
0.052,2.8980874245039345,-0.1391171740787443,-2.8407523498233305,0.08178209939814,19.85
0.05,2.6578473052612344,-0.013181075779205,-2.899092558470548,0.2544263289885186,19.93
0.049,2.5786525701908927,-0.0065636945880048,-2.7059568848584985,0.1338680092556104,19.85
