x,y
-0.157041,3.899076
-0.073942,3.898370
0.000943,3.893676
0.085567,3.892015
0.167514,3.884855
0.251070,3.878349
0.325561,3.872236
0.412882,3.867714
0.501607,3.862790
0.578157,3.856874
0.669517,3.852287
0.750897,3.849034
0.843897,3.844249
0.913581,3.839164
0.996106,3.833719
1.091807,3.821421
1.174360,3.808665
1.254773,3.794150
1.334562,3.777582
1.407403,3.761197
1.489160,3.744322
1.549653,3.728631
1.618255,3.718039
1.695331,3.699048
1.764469,3.681406
1.844923,3.659883
1.920057,3.634079
1.981761,3.613105
2.030423,3.597201
2.103995,3.576870
2.159126,3.561502
2.220101,3.544257
2.283406,3.527945
2.344868,3.512980
2.398558,3.501395
2.466138,3.485122
2.527465,3.470403
2.600517,3.449867
2.663438,3.435799
2.714882,3.428727
2.784200,3.412178
2.841204,3.399177
2.897267,3.387211
2.944278,3.380697
2.983733,3.375959
3.023240,3.373920
3.062210,3.357706
3.101925,3.347191
3.134100,3.337699
3.181736,3.314147
3.223223,3.301540
3.257067,3.295085
3.296161,3.279421
3.329765,3.272291
3.366930,3.259675
3.392647,3.253244
3.429504,3.239759
3.461280,3.226837
3.486013,3.222256
3.521489,3.218183
3.568642,3.212350
3.616385,3.196966
3.666053,3.183005
3.709115,3.184046
3.751676,3.177087
3.790824,3.171542
3.830919,3.163605
3.866769,3.149582
3.904532,3.140981
3.950469,3.129353
3.983502,3.116869
4.031969,3.105679
4.070945,3.096582
4.098264,3.101387
4.123958,3.107579
4.158280,3.106671
4.187998,3.107378
4.221608,3.099912
4.248607,3.098230
4.271795,3.101104
4.295570,3.097187
4.318186,3.101460
4.344309,3.099455
4.372487,3.095091
4.389923,3.087284
4.410934,3.088890
4.438466,3.089224
4.459795,3.087240
4.482030,3.083300
4.500246,3.077326
4.507794,3.088431
4.507161,3.101704
4.513844,3.111707
4.522484,3.113319
4.514096,3.110805
4.509268,3.110203
4.515335,3.116082
4.501120,3.123169
4.504308,3.112783
4.506928,3.122974
4.506630,3.135358
4.518000,3.130480
4.530154,3.122063
4.531413,3.125459
4.531451,3.126750
4.539411,3.128769
4.544872,3.131622
4.563728,3.129128
4.567431,3.128567
4.566336,3.126160
4.570026,3.121236
4.583490,3.101895
4.589081,3.091953
4.596819,3.076638
4.603435,3.062775
4.609122,3.045979
4.617532,3.023963
4.628487,2.997617
4.642310,2.964428
4.651291,2.932676
4.652513,2.908143
4.662889,2.870063
4.661485,2.845643
4.657111,2.824549
4.660844,2.788573
4.657147,2.755986
4.652274,2.724612
4.653246,2.700634
4.654834,2.672193
4.651431,2.650647
4.649539,2.626171
4.637733,2.582935
4.627651,2.536160
4.627640,2.473654
4.618301,2.429532
4.607587,2.388171
4.562003,2.304886
4.524047,2.240029
4.496469,2.189479
4.471976,2.141480
4.445098,2.109882
4.426511,2.068545
4.409229,2.024639
4.387397,1.995158
4.360170,1.948462
4.330652,1.909720
4.316093,1.862490
4.311651,1.806633
4.300260,1.762035
4.307125,1.700026
4.303059,1.643828
4.302134,1.593377
4.289893,1.553829
4.283540,1.524608
4.279978,1.485314
4.277334,1.439961
4.271189,1.393810
4.263123,1.342344
4.262141,1.303273
4.251671,1.272423
4.245308,1.231874
4.247238,1.187589
4.254114,1.137843
4.254592,1.096391
4.257103,1.047370
4.261345,1.003931
4.265094,0.948011
4.265718,0.892489
4.267049,0.850912
4.270795,0.801944
4.269653,0.752173
4.271590,0.694028
4.265703,0.641849
4.269548,0.573584
4.267116,0.514517
4.267287,0.448629
4.265729,0.378478
4.260416,0.322696
4.258713,0.268649
4.254777,0.210772
4.254468,0.148357
4.252617,0.086486
4.245884,0.023615
4.237325,-0.027915
4.234008,-0.093177
4.230600,-0.152257
4.226938,-0.207610
4.219338,-0.268042
4.214709,-0.322280
4.203423,-0.366714
4.193577,-0.426243
4.182145,-0.489054
4.167265,-0.524277
4.149078,-0.565260
4.129675,-0.614962
4.112996,-0.658879
4.094803,-0.697771
4.076916,-0.752133
4.056350,-0.810170
4.035440,-0.855257
4.011203,-0.908429
3.988449,-0.948338
3.970290,-0.987129
3.949902,-1.050262
3.931398,-1.116915
3.919054,-1.180699
3.888591,-1.229567
3.863642,-1.284239
3.849144,-1.311490
3.838211,-1.334866
3.833956,-1.368691
3.837281,-1.405797
3.841585,-1.439030
3.841546,-1.472193
3.831570,-1.518423
3.828809,-1.557147
3.827414,-1.604967
3.829975,-1.656113
3.832318,-1.708810
3.834165,-1.742929
3.840918,-1.795166
3.849837,-1.844496
3.855034,-1.897424
3.860538,-1.955610
3.860372,-2.008703
3.863305,-2.055676
3.865151,-2.119069
3.867450,-2.169138
3.873298,-2.219961
3.878229,-2.278404
3.888701,-2.331568
3.899026,-2.382931
3.910513,-2.440840
3.923066,-2.495110
3.936164,-2.554119
3.946298,-2.616048
3.982805,-2.672835
4.007138,-2.731553
4.024941,-2.781868
4.037411,-2.828006
4.046640,-2.876723
4.065368,-2.922096
4.084437,-2.955401
4.085850,-3.005670
4.088986,-3.048348
4.090091,-3.097420
4.095319,-3.135253
4.094627,-3.188606
4.101432,-3.230014
4.097519,-3.284950
4.095618,-3.335235
4.102935,-3.379409
4.106278,-3.421585
4.103669,-3.470217
4.097672,-3.524511
4.091951,-3.572912
4.085071,-3.621028
4.081321,-3.673319
4.079542,-3.719818
4.074955,-3.765776
4.068772,-3.811138
4.064763,-3.851659
4.053627,-3.893655
4.045845,-3.929830
4.036923,-3.974752
4.024975,-4.023123
4.024587,-4.057713
4.026442,-4.082319
4.012167,-4.125517
4.010370,-4.155350
4.002299,-4.188626
3.990601,-4.221405
3.983176,-4.262296
3.966017,-4.308211
3.960617,-4.341346
3.953119,-4.375202
3.948430,-4.409498
3.956541,-4.432734
3.954381,-4.465188
3.957241,-4.485882
3.961323,-4.506627
3.966660,-4.522585
3.976754,-4.532944
3.976741,-4.551495
3.969223,-4.576364
3.962121,-4.597880
3.952565,-4.618761
3.942140,-4.637792
3.931146,-4.650559
3.931720,-4.664387
3.920515,-4.686282
3.917321,-4.689570
3.905865,-4.707462
3.887103,-4.729315
3.877479,-4.738501
3.847133,-4.762147
3.824121,-4.775470
3.796786,-4.791665
3.775656,-4.799798
3.758336,-4.803177
3.729630,-4.812949
3.690757,-4.827200
3.642341,-4.845932
3.616116,-4.844109
3.565506,-4.857302
3.525384,-4.859899
3.483231,-4.859424
3.435736,-4.859792
3.408712,-4.846505
3.385768,-4.825948
3.359231,-4.806984
3.318997,-4.795573
3.272192,-4.785951
3.211153,-4.783337
3.157828,-4.773664
3.104655,-4.763043
3.031848,-4.762379
2.970740,-4.752377
2.917494,-4.738759
2.870928,-4.719118
2.828858,-4.696767
2.779833,-4.676310
2.698695,-4.638835
2.637146,-4.598484
2.563517,-4.564438
2.494634,-4.531141
2.428705,-4.499595
2.359483,-4.470718
2.277701,-4.450462
2.191395,-4.393802
2.124588,-4.345855
2.039689,-4.312846
1.975658,-4.278669
1.886277,-4.181860
1.815299,-4.116864
1.730290,-4.079528
1.668543,-4.049576
1.599550,-3.996534
1.542711,-3.974041
1.482535,-3.962384
1.416906,-3.954658
1.371172,-3.941328
1.317844,-3.928459
1.269629,-3.917367
1.220122,-3.912903
1.165007,-3.912617
1.114680,-3.913122
1.052269,-3.921434
0.994443,-3.932648
0.934491,-3.941964
0.874042,-3.952613
0.814833,-3.961458
0.759097,-3.969369
0.702199,-3.981377
0.651553,-3.992322
0.596822,-4.005650
0.551669,-4.016950
0.505018,-4.024797
0.442218,-4.031518
0.387017,-4.037311
0.337682,-4.038465
0.287704,-4.041040
0.231885,-4.042959
0.181097,-4.041943
0.117732,-4.037766
0.054816,-4.037903
-0.002366,-4.038868
-0.053810,-4.035579
-0.105514,-4.030511
-0.164605,-4.026965
-0.214884,-4.024747
-0.268819,-4.019489
-0.319087,-4.015489
-0.376129,-4.011236
-0.427154,-4.007744
-0.467111,-4.004940
-0.508939,-4.001785
-0.545205,-4.000062
-0.573030,-3.997424
-0.608485,-3.988205
-0.625629,-3.981396
-0.662054,-3.975449
-0.686572,-3.973117
-0.721416,-3.969062
-0.757066,-3.962145
-0.794870,-3.958651
-0.825335,-3.963577
-0.871231,-3.959276
-0.899575,-3.960441
-0.933627,-3.955465
-0.962719,-3.949383
-1.000314,-3.946636
-1.038181,-3.941686
-1.081093,-3.937795
-1.112384,-3.934007
-1.147426,-3.924183
-1.181009,-3.915887
-1.216034,-3.909917
-1.247919,-3.903199
-1.288811,-3.893665
-1.333863,-3.883043
-1.365417,-3.871632
-1.398021,-3.863901
-1.429882,-3.852867
-1.455935,-3.839840
-1.487846,-3.833427
-1.524011,-3.830238
-1.563434,-3.825215
-1.590658,-3.828314
-1.611377,-3.835956
-1.626143,-3.847384
-1.658764,-3.852707
-1.679248,-3.859915
-1.699329,-3.870919
-1.722714,-3.875780
-1.731761,-3.888660
-1.747155,-3.900904
-1.762083,-3.915544
-1.780636,-3.927077
-1.782899,-3.950391
-1.780381,-3.975403
-1.794370,-3.992659
-1.798063,-4.019669
-1.789934,-4.049837
-1.807250,-4.074924
-1.810258,-4.105153
-1.827455,-4.126271
-1.837971,-4.150496
-1.838842,-4.178728
-1.838933,-4.202639
-1.850291,-4.223493
-1.872064,-4.238781
-1.882191,-4.264714
-1.881637,-4.291088
-1.891720,-4.312077
-1.892507,-4.333974
-1.884616,-4.377113
-1.912762,-4.394407
-1.937883,-4.423624
-1.956063,-4.457581
-1.962795,-4.493481
-1.964259,-4.533365
-1.964632,-4.571082
-1.983785,-4.603259
-1.995853,-4.635583
-2.010892,-4.667257
-2.013879,-4.704037
-2.015514,-4.746500
-2.021889,-4.780905
-2.017303,-4.819896
-2.028675,-4.852237
-2.038735,-4.885935
-2.052552,-4.929714
-2.051080,-4.965093
-2.029221,-4.991961
-2.024821,-5.015686
-2.028758,-5.051563
-2.021352,-5.090123
-2.014566,-5.128748
-2.028441,-5.160661
-2.036423,-5.190929
-2.028646,-5.230934
-2.042966,-5.258450
-2.034025,-5.295532
-2.033477,-5.334319
-2.037303,-5.364125
-2.052281,-5.386269
-2.054849,-5.419179
-2.056898,-5.449144
-2.056266,-5.483752
-2.047390,-5.516973
-2.039152,-5.548132
-2.032080,-5.580705
-2.030934,-5.610619
-2.033293,-5.641041
-2.037920,-5.671581
-2.035301,-5.701497
-2.034749,-5.729932
-2.033439,-5.757952
-2.010571,-5.787054
-2.014135,-5.807707
-2.015158,-5.827440
-2.005464,-5.848727
-1.993762,-5.867269
-1.967915,-5.887876
-1.961530,-5.912684
-1.956180,-5.933974
-1.963949,-5.947990
-1.957008,-5.965581
-1.949857,-5.978575
-1.926624,-6.005742
-1.907294,-6.030662
-1.894573,-6.051624
-1.876543,-6.072631
-1.853972,-6.098610
-1.837981,-6.120903
-1.810834,-6.145150
-1.765481,-6.175321
-1.736994,-6.196770
-1.689434,-6.223841
-1.610628,-6.259833
-1.571178,-6.280773
-1.541891,-6.297008
-1.507474,-6.312804
-1.446832,-6.335858
-1.411404,-6.348996
-1.364349,-6.361989
-1.313975,-6.375323
-1.244428,-6.390995
-1.168848,-6.406383
-1.105695,-6.416058
-1.053311,-6.420852
-0.992482,-6.426469
-0.943045,-6.427180
-0.898079,-6.425793
-0.864477,-6.419815
-0.811024,-6.417226
-0.772681,-6.409975
-0.709542,-6.405516
-0.648097,-6.399968
-0.608889,-6.388785
-0.574388,-6.349781
-0.543959,-6.315107
-0.496323,-6.286792
-0.455012,-6.259350
-0.411987,-6.175094
-0.386973,-6.122718
-0.342165,-6.080234
-0.323100,-6.048009
-0.293868,-5.985886
-0.248881,-5.968266
-0.214562,-5.954517
-0.172907,-5.953945
-0.151459,-5.949074
-0.132655,-5.946251
-0.114221,-5.942587
-0.094343,-5.936273
-0.076327,-5.924753
-0.075397,-5.920352
-0.074563,-5.915678
-0.074780,-5.908534
-0.055663,-5.902633
-0.017162,-5.889817
-0.011975,-5.886872
-0.003974,-5.880818
-0.002209,-5.876200
0.003603,-5.873673
0.003653,-5.873125
-0.012171,-5.869956
-0.013663,-5.864685
-0.027899,-5.858569
-0.028756,-5.857414
-0.039777,-5.856897
-0.040221,-5.860617
-0.060401,-5.866959
-0.077230,-5.871831
-0.096179,-5.878916
-0.114009,-5.885666
-0.141308,-5.895827
-0.150169,-5.903990
-0.175294,-5.909976
-0.190583,-5.915388
-0.216995,-5.922808
-0.235221,-5.932121
-0.273848,-5.938806
-0.311013,-5.944518
-0.348372,-5.948200
-0.370634,-5.952745
-0.408272,-5.955957
-0.451314,-5.955653
-0.500382,-5.958008
-0.534176,-5.956534
-0.580888,-5.952344
-0.632645,-5.947323
-0.659184,-5.944689
-0.684840,-5.944600
-0.733058,-5.939443
-0.760872,-5.939491
-0.815346,-5.937702
-0.870808,-5.938573
-0.906530,-5.942072
-0.938776,-5.947265
-0.996302,-5.951091
-1.073243,-5.954230
-1.134762,-5.960216
-1.194843,-5.965754
-1.253664,-5.971998
-1.315763,-5.975508
-1.401777,-5.975147
-1.467565,-5.978434
-1.549925,-5.977790
-1.631327,-5.969727
-1.692467,-5.967465
-1.777345,-5.959135
-1.848284,-5.954539
-1.909822,-5.951770
-1.975084,-5.944516
-2.029506,-5.941601
-2.097885,-5.935798
-2.163753,-5.926419
-2.236958,-5.917309
-2.304174,-5.910570
-2.375236,-5.902664
-2.445060,-5.895997
-2.516162,-5.888091
-2.582577,-5.879050
-2.644157,-5.869858
-2.703810,-5.862534
-2.778141,-5.850384
-2.830091,-5.846687
-2.882913,-5.839685
-2.945169,-5.830565
-3.016700,-5.817100
-3.063630,-5.814839
-3.111656,-5.813836
-3.156843,-5.816101
-3.225010,-5.803272
-3.270718,-5.803312
-3.331860,-5.796611
-3.388563,-5.786685
-3.453211,-5.774221
-3.508232,-5.763345
-3.562642,-5.755617
-3.619627,-5.743531
-3.680000,-5.731625
-3.807216,-5.703326
-3.834894,-5.688462
-3.865895,-5.677755
-3.889133,-5.669601
-3.924712,-5.658161
-3.977157,-5.644995
-4.024114,-5.632603
-4.067630,-5.619794
-4.119869,-5.606541
-4.168456,-5.592132
-4.216839,-5.576749
-4.257194,-5.563552
-4.293456,-5.550856
-4.333693,-5.540082
-4.375175,-5.528190
-4.414116,-5.524150
-4.460315,-5.517494
-4.497711,-5.506772
-4.547962,-5.503383
-4.597772,-5.497444
-4.643767,-5.487995
-4.683971,-5.481434
-4.719148,-5.480102
-4.767239,-5.470847
-4.817623,-5.456530
-4.862817,-5.446450
-4.905482,-5.437511
-4.951584,-5.426186
-4.999335,-5.411636
-5.053041,-5.398195
-5.107301,-5.382723
-5.164447,-5.370162
-5.214447,-5.357556
-5.267122,-5.343838
-5.314357,-5.335301
-5.351575,-5.331533
-5.389839,-5.322055
-5.427186,-5.312838
-5.460400,-5.309298
-5.488729,-5.302549
-5.522948,-5.301044
-5.556529,-5.294854
-5.591229,-5.291945
-5.633338,-5.292568
-5.677834,-5.272950
-5.720914,-5.263310
-5.757177,-5.253633
-5.783550,-5.251534
-5.815002,-5.249576
-5.848436,-5.243091
-5.883245,-5.238165
-5.921894,-5.237717
-5.964228,-5.223157
-5.991438,-5.218169
-6.017131,-5.221303
-6.057484,-5.207435
-6.098221,-5.196657
-6.130419,-5.185579
-6.166897,-5.173242
-6.203700,-5.160072
-6.228965,-5.154027
-6.258660,-5.140587
-6.287413,-5.129584
-6.314577,-5.115533
-6.332555,-5.107858
-6.352990,-5.097311
-6.376551,-5.085306
-6.399456,-5.069472
-6.417761,-5.057911
-6.427867,-5.052809
-6.453975,-5.040898
-6.473680,-5.035369
-6.490977,-5.026571
-6.514494,-5.010535
-6.527802,-4.999042
-6.553889,-4.984779
-6.578770,-4.969775
-6.604977,-4.951081
-6.632615,-4.929588
-6.652258,-4.920955
-6.670553,-4.911540
-6.686598,-4.905651
-6.711239,-4.885749
-6.727476,-4.876903
-6.739661,-4.867395
-6.752421,-4.860091
-6.759301,-4.849913
-6.777453,-4.826244
-6.789908,-4.814546
-6.806403,-4.795312
-6.823997,-4.772690
-6.840768,-4.746458
-6.854368,-4.721745
-6.863765,-4.698428
-6.877633,-4.665702
-6.891667,-4.631007
-6.895461,-4.607923
-6.904175,-4.573146
-6.900380,-4.551266
-6.897968,-4.523196
-6.896546,-4.490525
-6.900456,-4.447846
-6.892664,-4.418205
-6.883873,-4.387917
-6.866710,-4.365520
-6.852854,-4.335521
-6.834800,-4.304340
-6.814701,-4.275416
-6.796317,-4.242386
-6.782710,-4.199032
-6.764538,-4.160202
-6.736556,-4.135804
-6.693418,-4.093278
-6.653295,-4.045443
-6.620231,-3.992023
-6.582012,-3.948234
-6.534884,-3.923653
-6.500843,-3.870200
-6.455811,-3.841698
-6.411710,-3.812407
-6.345223,-3.756839
-6.292197,-3.703412
-6.248674,-3.653014
-6.143939,-3.581923
-6.071150,-3.523351
-6.024447,-3.482580
-5.976864,-3.451058
-5.936252,-3.412935
-5.893289,-3.361763
-5.897431,-3.296941
-5.905879,-3.236110
-5.919953,-3.181296
-5.923530,-3.132320
-5.908819,-3.098591
-5.889320,-3.074204
-5.883514,-3.024611
-5.876573,-2.989719
-5.873929,-2.957502
-5.877534,-2.920748
-5.882277,-2.887264
-5.883548,-2.851773
-5.874325,-2.831583
-5.857685,-2.806740
-5.850732,-2.762174
-5.843982,-2.730235
-5.850389,-2.684703
-5.858966,-2.638697
-5.865822,-2.598301
-5.875058,-2.557455
-5.873439,-2.525260
-5.879599,-2.470480
-5.876362,-2.429670
-5.878676,-2.383027
-5.888632,-2.331916
-5.904030,-2.276640
-5.925734,-2.217718
-5.947476,-2.147910
-5.953632,-2.097003
-5.957522,-2.050235
-5.964773,-1.986712
-5.968636,-1.930593
-5.970950,-1.886396
-5.982042,-1.817153
-5.991788,-1.755453
-6.002988,-1.672393
-5.998193,-1.626317
-6.000906,-1.558440
-5.992794,-1.508624
-5.988320,-1.453162
-5.987826,-1.390838
-5.985409,-1.335527
-5.987999,-1.270404
-5.983611,-1.222399
-5.977890,-1.155681
-5.978873,-1.109235
-5.984481,-1.048304
-5.979813,-0.995832
-5.979520,-0.928489
-5.975001,-0.867110
-5.976471,-0.778833
-5.970694,-0.601610
-5.967869,-0.557140
-5.965751,-0.518493
-5.966365,-0.474523
-5.964989,-0.424042
-5.963835,-0.373916
-5.962054,-0.323327
-5.956613,-0.267329
-5.950631,-0.187413
-5.944455,-0.130268
-5.931705,-0.071438
-5.923672,-0.016796
-5.919427,0.041827
-5.918804,0.118502
-5.916298,0.173763
-5.913771,0.228026
-5.908851,0.281886
-5.908673,0.323539
-5.902930,0.369682
-5.900064,0.419731
-5.895332,0.477355
-5.894042,0.523293
-5.892941,0.563592
-5.893220,0.619375
-5.894602,0.670572
-5.898462,0.716996
-5.898422,0.779505
-5.897933,0.839017
-5.893287,0.889488
-5.884929,0.934060
-5.881524,0.979861
-5.879063,1.035604
-5.875234,1.081107
-5.870801,1.145500
-5.868456,1.215784
-5.866151,1.281990
-5.856954,1.355895
-5.846476,1.409688
-5.837368,1.465231
-5.821191,1.531251
-5.805130,1.597984
-5.792572,1.656315
-5.784625,1.715220
-5.777800,1.774261
-5.766951,1.837465
-5.757365,1.890420
-5.741631,1.951383
-5.726260,2.018287
-5.709598,2.063538
-5.697921,2.115072
-5.685285,2.164869
-5.675781,2.232761
-5.666823,2.287088
-5.654113,2.343711
-5.643362,2.396614
-5.635789,2.447808
-5.626132,2.507774
-5.608175,2.569220
-5.596536,2.606555
-5.584608,2.647132
-5.581458,2.694849
-5.581607,2.745495
-5.579305,2.789241
-5.580671,2.824476
-5.579589,2.873228
-5.584679,2.912757
-5.579064,3.014066
-5.590140,3.048008
-5.589440,3.131382
-5.592734,3.156443
-5.595991,3.172660
-5.596234,3.183834
-5.594521,3.220259
-5.594374,3.241402
-5.593425,3.272628
-5.591799,3.294624
-5.587774,3.331964
-5.587197,3.348656
-5.579152,3.375813
-5.568322,3.419764
-5.569705,3.449087
-5.564468,3.474795
-5.566318,3.513500
-5.555089,3.549725
-5.551697,3.590210
-5.541426,3.650872
-5.539220,3.695440
-5.550080,3.719430
-5.548707,3.769853
-5.553294,3.815584
-5.554176,3.866987
-5.561311,3.915836
-5.560160,3.980957
-5.567211,4.027025
-5.563621,4.093497
-5.570810,4.139437
-5.572288,4.193734
-5.570492,4.250910
-5.563453,4.310854
-5.563819,4.343903
-5.564108,4.373821
-5.567085,4.417961
-5.554648,4.463115
-5.556736,4.489451
-5.565112,4.510105
-5.561228,4.540414
-5.554330,4.571826
-5.550076,4.603024
-5.530515,4.641921
-5.526172,4.666476
-5.518852,4.709308
-5.511314,4.758496
-5.516227,4.800830
-5.517861,4.848388
-5.514858,4.897260
-5.517344,4.944950
-5.532866,4.975806
-5.530123,5.033362
-5.547566,5.063300
-5.556750,5.102617
-5.550145,5.159206
-5.550222,5.205827
-5.560607,5.237717
-5.573318,5.271349
-5.582197,5.306932
-5.579653,5.350511
-5.582826,5.385886
-5.594287,5.407882
-5.595654,5.440156
-5.614832,5.447797
-5.615012,5.476778
-5.611374,5.503734
-5.616268,5.527040
-5.619444,5.543510
-5.621914,5.568025
-5.628800,5.601872
-5.639025,5.618498
-5.641847,5.644967
-5.645771,5.667029
-5.657217,5.688939
-5.672972,5.708620
-5.686796,5.733212
-5.695118,5.762306
-5.704462,5.784479
-5.709781,5.814410
-5.716206,5.839373
-5.715736,5.867322
-5.717228,5.885067
-5.721282,5.901584
-5.720914,5.924041
-5.722579,5.939232
-5.717096,5.957273
-5.713673,5.975519
-5.700604,5.997339
-5.694485,6.013444
-5.693101,6.034862
-5.681075,6.063371
-5.663396,6.094440
-5.648504,6.118710
-5.632057,6.143190
-5.628770,6.163131
-5.628693,6.178923
-5.631551,6.189988
-5.623206,6.209740
-5.616096,6.233025
-5.601980,6.262168
-5.593665,6.283752
-5.593350,6.293189
-5.589077,6.306384
-5.569443,6.330218
-5.566228,6.342700
-5.556058,6.360353
-5.539667,6.381855
-5.533747,6.391477
-5.518120,6.408710
-5.498776,6.427175
-5.485604,6.437902
-5.481406,6.437439
-5.467725,6.443190
-5.432436,6.466555
-5.414240,6.471844
-5.393185,6.478003
-5.355287,6.495769
-5.323132,6.503986
-5.291440,6.508269
-5.249646,6.515563
-5.226685,6.504158
-5.194443,6.496080
-5.147464,6.497030
-5.121259,6.477206
-5.073572,6.472335
-5.024756,6.465558
-4.974329,6.458953
-4.935347,6.441931
-4.879270,6.437930
-4.820451,6.434514
-4.774459,6.419842
-4.737459,6.394738
-4.690894,6.374377
-4.642679,6.353801
-4.592483,6.333188
-4.533953,6.317983
-4.474383,6.300717
-4.412098,6.285969
-4.327153,6.251225
-4.243548,6.216814
-4.190177,6.171449
-4.127081,6.132264
-4.078935,6.089146
-4.016734,6.058483
-3.938681,5.995906
-3.862007,5.947785
-3.785641,5.910089
-3.690471,5.804904
-3.621588,5.741805
-3.564583,5.697503
-3.465474,5.650887
-3.409105,5.631153
-3.368214,5.604061
-3.308138,5.593441
-3.267261,5.574259
-3.217777,5.562527
-3.160690,5.557389
-3.117124,5.541594
-3.078208,5.530066
-3.039601,5.518740
-3.004440,5.507247
-2.958960,5.500506
-2.917118,5.496238
-2.865488,5.495848
-2.822485,5.494371
-2.781793,5.490715
-2.750039,5.483902
-2.706923,5.485179
-2.674928,5.478157
-2.653286,5.466252
-2.605288,5.474924
-2.560614,5.480006
-2.519740,5.487439
-2.459689,5.499856
-2.403357,5.507565
-2.355892,5.505375
-2.310151,5.502931
-2.254279,5.506091
-2.200416,5.505554
-2.144203,5.512753
-2.087883,5.521382
-2.024853,5.535590
-1.978899,5.541865
-1.917962,5.554331
-1.853431,5.565151
-1.787507,5.576870
-1.721258,5.588270
-1.665415,5.592803
-1.609821,5.599866
-1.549564,5.604800
-1.475467,5.616101
-1.410070,5.625336
-1.343294,5.641723
-1.264742,5.653559
-1.186043,5.659815
-1.128554,5.663234
-1.061885,5.668050
-1.000572,5.675339
-0.937572,5.681735
-0.866771,5.691439
-0.792012,5.700667
-0.719815,5.709625
-0.642697,5.723038
-0.558304,5.743633
-0.471432,5.767134
-0.384976,5.785989
-0.295664,5.803551
-0.209621,5.818924
-0.122217,5.831387
-0.047218,5.837069
0.039316,5.843744
0.126938,5.848839
0.208130,5.852157
0.306453,5.860821
0.411429,5.869802
0.508471,5.873629
0.598188,5.873971
0.682643,5.873445
0.767998,5.868600
0.858397,5.866974
0.942716,5.863177
1.037828,5.861221
1.130718,5.858450
1.228440,5.856845
1.324691,5.855171
1.408520,5.850454
1.507018,5.844354
1.592326,5.838315
1.665105,5.828799
1.753299,5.821063
1.839876,5.814658
1.916764,5.807153
1.982614,5.798154
2.109946,5.769793
2.167359,5.758698
2.253710,5.745469
2.339094,5.732247
2.402607,5.711958
2.475588,5.698146
2.548517,5.684424
2.617093,5.669779
2.676451,5.644789
2.759551,5.623498
2.805174,5.601330
2.886947,5.565885
2.944435,5.549825
3.004339,5.533015
3.068414,5.514236
3.146647,5.498217
3.218303,5.485611
3.281981,5.475638
3.374794,5.451447
3.459092,5.429824
3.528221,5.414809
3.611580,5.388504
3.689305,5.360295
3.767216,5.333528
3.837602,5.306633
3.901347,5.281513
3.965076,5.253530
4.010679,5.237110
4.066137,5.219334
4.117919,5.199316
4.161854,5.187431
4.217476,5.171469
4.279175,5.154539
4.346447,5.130794
4.400653,5.105256
4.455085,5.094506
4.509341,5.074522
4.563332,5.061525
4.627003,5.045377
4.702905,5.022531
4.761427,5.012954
4.816710,4.996451
4.867475,4.984218
4.925263,4.972241
4.981883,4.959428
5.035992,4.945907
5.088569,4.941798
5.140564,4.937114
5.201391,4.919211
5.251929,4.909942
5.308448,4.897941
5.366482,4.883994
5.417381,4.876171
5.463847,4.869628
5.516392,4.862784
5.568315,4.857522
5.601372,4.861252
5.647106,4.850310
5.697134,4.835154
5.755624,4.816977
5.800073,4.803879
5.862190,4.781404
5.913332,4.756322
5.965954,4.740824
6.010098,4.723798
6.057284,4.700054
6.109197,4.681474
6.160607,4.663879
6.203493,4.649989
6.236003,4.646505
6.274287,4.648135
6.323566,4.637145
6.372911,4.628319
6.404509,4.643181
6.432469,4.669293
6.460380,4.683737
6.494800,4.686112
6.533650,4.688635
6.578667,4.679060
6.624060,4.653078
6.660861,4.634682
6.716111,4.594929
6.759893,4.579051
6.827600,4.538577
6.875174,4.509654
6.906934,4.504918
6.957117,4.480344
6.995312,4.463778
7.047099,4.425264
7.091788,4.392354
7.133811,4.372660
7.175855,4.345243
7.199166,4.333990
7.238044,4.313823
7.270039,4.311574
7.300335,4.306948
7.328219,4.303351
7.348944,4.309701
7.380812,4.302890
7.407896,4.299045
7.431375,4.298980
7.443246,4.294070
7.450157,4.299753
7.448568,4.291097
7.462031,4.290324
7.483242,4.282670
7.498977,4.274822
7.518005,4.266058
7.528261,4.258204
7.554775,4.238796
7.566904,4.237717
7.585839,4.225858
7.603508,4.218552
7.622144,4.214487
7.634953,4.218239
7.651491,4.214036
7.667451,4.215689
7.678210,4.224385
7.681303,4.246801
7.695334,4.247054
7.718895,4.227172
7.726252,4.233049
7.733041,4.238594
7.748091,4.234821
7.743163,4.267216
7.744759,4.291588
7.764731,4.272624
7.783575,4.254202
7.788781,4.254135
7.797674,4.253772
7.812221,4.241779
7.820645,4.236442
7.831166,4.225442
7.831236,4.230067
7.830310,4.233033
7.832966,4.226002
7.827327,4.230759
7.834695,4.206640
7.834936,4.191611
7.834530,4.171078
7.830952,4.154653
7.814648,4.153126
7.802413,4.136880
7.781620,4.130535
7.772144,4.098931
7.755390,4.078346
7.736071,4.061328
7.709826,4.049410
7.686064,4.026057
7.666994,3.993189
7.640218,3.972807
7.629426,3.920663
7.608916,3.889322
7.587500,3.858266
7.551221,3.805581
7.528369,3.729898
7.501908,3.664501
7.477265,3.597282
7.459505,3.522263
7.431043,3.463411
