timestamp,distance(m),azimuth(deg),elevation(deg),phase_diff
2025-08-18 16:14:01,2.32,-57.0,24.0,{}
2025-08-18 16:14:02,2.30,-54.0,23.0,{"1-0": 72.43338639133741, "2-1": 130.14745312008745, "3-2": -81.38158986804434, "0-3": -121.19924964338053}
2025-08-18 16:14:02,2.33,-55.0,25.0,{"1-0": 77.4762474712094, "2-1": 127.9135043040227, "3-2": -88.46630959313691, "0-3": -116.9234421820952}
2025-08-18 16:14:02,2.33,-50.0,14.0,{"1-0": 78.46021110305519, "2-1": 122.97494671022777, "3-2": -81.95121487738751, "0-3": -119.48394293589544}
2025-08-18 16:14:02,2.30,-50.0,20.0,{"1-0": 86.32146003660438, "2-1": 132.03605869059598, "3-2": -103.21141068478049, "0-3": -115.14610804241984}
2025-08-18 16:14:02,2.31,-51.0,21.0,{"1-0": 87.09522148674016, "2-1": 123.85053966657343, "3-2": -97.36664884274342, "0-3": -113.57911231057017}
2025-08-18 16:14:02,2.34,-52.0,19.0,{"1-0": 82.27539857921197, "2-1": 127.37781925133892, "3-2": -96.95493510165034, "0-3": -112.69828272890055}
2025-08-18 16:14:02,2.35,-48.0,20.0,{"1-0": 77.68139513886477, "2-1": 135.02507877456117, "3-2": -100.51510941464994, "0-3": -112.19136449877604}
2025-08-18 16:14:02,2.34,-47.0,14.0,{"1-0": 87.94841235159585, "2-1": 123.62334685596957, "3-2": -104.33760466125437, "0-3": -107.23415454631105}
2025-08-18 16:14:02,2.33,-46.0,16.0,{"1-0": 90.02228714961821, "2-1": 129.46334984475124, "3-2": -113.70530514678426, "0-3": -105.7803318475852}
2025-08-18 16:14:02,2.36,-45.0,3.0,{"1-0": 95.16000164564342, "2-1": 121.65693422565109, "3-2": -109.50123918795832, "0-3": -107.31569668333621}
2025-08-18 16:14:03,2.38,-43.0,18.0,{"1-0": 101.32833958883657, "2-1": 124.51712243105423, "3-2": -117.25486908901809, "0-3": -108.59059293087272}
2025-08-18 16:14:03,2.39,-45.0,0.0,{"1-0": 97.82112224031115, "2-1": 116.14090976420715, "3-2": -115.16057889137703, "0-3": -98.8014531131413}
2025-08-18 16:14:03,2.11,-43.0,8.0,{"1-0": 106.77235085931407, "2-1": 126.93323871469948, "3-2": -116.27608261408666, "0-3": -117.4295069599269}
2025-08-18 16:14:03,2.40,-41.0,16.0,{"1-0": 106.12978223538732, "2-1": 117.66264659700417, "3-2": -115.28922808699276, "0-3": -108.50320074539876}
2025-08-18 16:14:03,2.39,-38.0,14.0,{"1-0": 111.30744039811765, "2-1": 104.66886676636142, "3-2": -113.35285481468557, "0-3": -102.62345234979348}
2025-08-18 16:14:03,2.42,-38.0,0.0,{"1-0": 111.90554330721324, "2-1": 104.88185978064794, "3-2": -122.2447779602363, "0-3": -94.54262512762487}
2025-08-18 16:14:03,2.47,-35.0,15.0,{"1-0": 116.99959018803168, "2-1": 113.0278400924193, "3-2": -131.64778542811803, "0-3": -98.37964485233294}
2025-08-18 16:14:04,2.49,-34.0,9.0,{"1-0": 114.52717655079839, "2-1": 98.82672996132186, "3-2": -129.54268208186062, "0-3": -83.81122443025963}
2025-08-18 16:14:04,2.48,-27.0,6.0,{"1-0": 119.13996372364412, "2-1": 98.58331827908405, "3-2": -134.40652720995243, "0-3": -83.31675479277575}
2025-08-18 16:14:04,2.48,-23.0,0.0,{"1-0": 124.37533520051234, "2-1": 87.91963335145985, "3-2": -150.01030857204893, "0-3": -62.28465997992323}
2025-08-18 16:14:04,2.14,-24.0,17.0,{"1-0": 135.66040203672094, "2-1": 83.2754264446358, "3-2": -162.26838767499518, "0-3": -56.66744080636157}
2025-08-18 16:14:05,1.82,-58.0,15.0,{"1-0": 128.86703999352505, "2-1": 71.03791217928743, "3-2": -142.48078439497996, "0-3": -57.42416777783254}
2025-08-18 16:14:05,1.84,-43.0,23.0,{"1-0": 70.35029466677965, "2-1": 143.6141463856978, "3-2": -87.24270675668154, "0-3": -126.72173429579591}
2025-08-18 16:14:05,1.83,-44.0,27.0,{"1-0": 108.71542235402627, "2-1": 98.42757549967799, "3-2": -97.73596064990168, "0-3": -109.4070372038026}
2025-08-18 16:14:05,1.78,-45.0,24.0,{"1-0": 109.19423952249926, "2-1": 91.2918625579885, "3-2": -87.65143472660387, "0-3": -112.83466735388387}
2025-08-18 16:14:05,1.90,-45.0,23.0,{"1-0": 112.01594138858805, "2-1": 94.64501161437087, "3-2": -88.96131665711712, "0-3": -117.69963634584178}
2025-08-18 16:14:05,1.87,-47.0,24.0,{"1-0": 110.85675239748369, "2-1": 97.22006240717783, "3-2": -90.82254502040017, "0-3": -117.25426978426138}
2025-08-18 16:14:05,1.89,-41.0,22.0,{"1-0": 109.03023060960608, "2-1": 97.01092025168938, "3-2": -83.55789852147366, "0-3": -122.48325233982177}
2025-08-18 16:14:06,1.80,-36.0,22.0,{"1-0": 118.01458663332751, "2-1": 89.7249188033706, "3-2": -97.89190820214785, "0-3": -109.84759723455028}
2025-08-18 16:14:06,1.90,-41.0,27.0,{"1-0": 120.99231525606531, "2-1": 85.19487392004467, "3-2": -110.74792519239217, "0-3": -95.43926398371781}
2025-08-18 16:14:06,1.90,-42.0,28.0,{"1-0": 117.85443764586348, "2-1": 81.75067359694377, "3-2": -90.56590171571763, "0-3": -109.03920952708961}
2025-08-18 16:14:06,1.87,-39.0,27.0,{"1-0": 116.10110236151532, "2-1": 82.87752876836252, "3-2": -88.1378900680625, "0-3": -110.84074106181532}
