[2025-09-02 18:51:27.714] [info] topic=vd/line/dis, payload={"dis": 20.21, "dis_est": 20.167470002267812}
[2025-09-02 18:51:27.762] [info] topic=vd/line/dis, payload={"dis": 20.22, "dis_est": 20.1679463698099}
[2025-09-02 18:51:27.814] [info] topic=vd/line/dis, payload={"dis": 20.22, "dis_est": 20.168407592039326}
[2025-09-02 18:51:27.858] [info] topic=vd/line/dis, payload={"dis": 20.23, "dis_est": 20.170771758381125}
[2025-09-02 18:51:27.907] [info] topic=vd/line/dis, payload={"dis": 20.27, "dis_est": 20.178770886012327}
[2025-09-02 18:51:27.957] [info] topic=vd/line/dis, payload={"dis": 20.28, "dis_est": 20.187977849770764}
[2025-09-02 18:51:28.006] [info] topic=vd/line/dis, payload={"dis": 20.3, "dis_est": 20.199363639349237}
[2025-09-02 18:51:28.064] [info] topic=vd/line/dis, payload={"dis": 20.26, "dis_est": 20.20502868423055}
[2025-09-02 18:51:28.100] [info] topic=vd/line/dis, payload={"dis": 20.27, "dis_est": 20.211714918418245}
[2025-09-02 18:51:28.145] [info] topic=vd/line/dis, payload={"dis": 20.25, "dis_est": 20.214977580088863}
[2025-09-02 18:51:28.205] [info] topic=vd/line/dis, payload={"dis": 20.28, "dis_est": 20.22209410241104}
[2025-09-02 18:51:28.245] [info] topic=vd/line/dis, payload={"dis": 20.3, "dis_est": 20.231814512454612}
[2025-09-02 18:51:28.291] [info] topic=vd/line/dis, payload={"dis": 20.28, "dis_est": 20.23907089238399}
[2025-09-02 18:51:28.340] [info] topic=vd/line/dis, payload={"dis": 20.26, "dis_est": 20.24243627083954}
[2025-09-02 18:51:28.387] [info] topic=vd/line/dis, payload={"dis": 20.29, "dis_est": 20.2497764968999}
[2025-09-02 18:51:28.435] [info] topic=vd/line/dis, payload={"dis": 20.31, "dis_est": 20.25909455074619}
[2025-09-02 18:51:28.480] [info] topic=vd/line/dis, payload={"dis": 20.29, "dis_est": 20.26490067935683}
[2025-09-02 18:51:28.524] [info] topic=vd/line/dis, payload={"dis": 20.3, "dis_est": 20.271826581811663}
[2025-09-02 18:51:28.575] [info] topic=vd/line/dis, payload={"dis": 20.33, "dis_est": 20.2827462327274}
[2025-09-02 18:51:28.620] [info] topic=vd/line/dis, payload={"dis": 20.33, "dis_est": 20.29244573685739}
[2025-09-02 18:51:28.676] [info] topic=vd/line/dis, payload={"dis": 20.32, "dis_est": 20.300385381480734}
[2025-09-02 18:51:28.719] [info] topic=vd/line/dis, payload={"dis": 20.29, "dis_est": 20.302522945020872}
[2025-09-02 18:51:28.767] [info] topic=vd/line/dis, payload={"dis": 20.31, "dis_est": 20.307552562213765}
[2025-09-02 18:51:28.820] [info] topic=vd/line/dis, payload={"dis": 20.32, "dis_est": 20.314354638522556}
[2025-09-02 18:51:28.867] [info] topic=vd/line/dis, payload={"dis": 20.31, "dis_est": 20.31815111223915}
[2025-09-02 18:51:28.912] [info] topic=vd/line/dis, payload={"dis": 20.33, "dis_est": 20.323935701835392}
[2025-09-02 18:51:28.961] [info] topic=vd/line/dis, payload={"dis": 20.31, "dis_est": 20.326659355458016}
[2025-09-02 18:51:29.007] [info] topic=vd/line/dis, payload={"dis": 20.36, "dis_est": 20.335643257053167}
[2025-09-02 18:51:29.057] [info] topic=vd/line/dis, payload={"dis": 20.35, "dis_est": 20.342520270796573}
[2025-09-02 18:51:29.104] [info] topic=vd/line/dis, payload={"dis": 20.35, "dis_est": 20.349004200346236}
[2025-09-02 18:51:29.154] [info] topic=vd/line/dis, payload={"dis": 20.38, "dis_est": 20.35819498236364}
[2025-09-02 18:51:29.204] [info] topic=vd/line/dis, payload={"dis": 20.38, "dis_est": 20.36653096949798}
[2025-09-02 18:51:29.250] [info] topic=vd/line/dis, payload={"dis": 20.39, "dis_est": 20.37494480462613}
